OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
CEDEN,California State Water Resources Control Board,CEDEN--2145624385,Sample-Routine,Water,,2009-09-15,13:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.39,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624385,Sample-Routine,Water,,2009-09-15,13:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.46,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624385,Sample-Routine,Water,,2009-09-15,13:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.15,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145630903,Sample-Routine,Water,,2009-09-15,13:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.47,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145630903,Sample-Routine,Water,,2009-09-15,13:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.44,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145630903,Sample-Routine,Water,,2009-09-15,13:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.22,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631970,Sample-Routine,Water,,2009-09-15,13:30:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.42,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631970,Sample-Routine,Water,,2009-09-15,13:30:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.16,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631970,Sample-Routine,Water,,2009-09-15,13:30:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.76,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632782,Sample-Routine,Water,,2009-09-15,12:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.08,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632782,Sample-Routine,Water,,2009-09-15,12:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.19,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632782,Sample-Routine,Water,,2009-09-15,12:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.4,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145633563,Sample-Routine,Water,,2009-09-15,13:20:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.38,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145633563,Sample-Routine,Water,,2009-09-15,13:20:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.22,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628286,Sample-Routine,Water,,2009-10-13,15:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.26,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628286,Sample-Routine,Water,,2009-10-13,15:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.83,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628286,Sample-Routine,Water,,2009-10-13,15:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.25,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629414,Sample-Routine,Water,,2009-10-13,14:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,2.11,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629414,Sample-Routine,Water,,2009-10-13,14:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.22,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629414,Sample-Routine,Water,,2009-10-13,14:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.8,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632486,Sample-Routine,Water,,2009-10-13,14:45:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.95,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632486,Sample-Routine,Water,,2009-10-13,14:45:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,2.1,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632486,Sample-Routine,Water,,2009-10-13,14:45:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.24,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634728,Sample-Routine,Water,,2009-10-13,14:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.22,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634728,Sample-Routine,Water,,2009-10-13,14:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.9,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634728,Sample-Routine,Water,,2009-10-13,14:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.72,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634982,Sample-Routine,Water,,2009-10-13,14:50:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.77,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634982,Sample-Routine,Water,,2009-10-13,14:50:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.95,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634982,Sample-Routine,Water,,2009-10-13,14:50:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.24,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625228,Sample-Routine,Water,,2009-11-17,14:20:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.35,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625228,Sample-Routine,Water,,2009-11-17,14:20:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.52,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625228,Sample-Routine,Water,,2009-11-17,14:20:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.15,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626574,Sample-Routine,Water,,2009-11-17,14:15:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.39,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626574,Sample-Routine,Water,,2009-11-17,14:15:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.16,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626574,Sample-Routine,Water,,2009-11-17,14:15:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.43,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632213,Sample-Routine,Water,,2009-11-17,14:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.45,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632213,Sample-Routine,Water,,2009-11-17,14:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.16,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632213,Sample-Routine,Water,,2009-11-17,14:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.32,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632707,Sample-Routine,Water,,2009-11-17,14:10:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.63,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632707,Sample-Routine,Water,,2009-11-17,14:10:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.38,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632707,Sample-Routine,Water,,2009-11-17,14:10:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.64,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636509,Sample-Routine,Water,,2009-11-17,13:50:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.74,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636509,Sample-Routine,Water,,2009-11-17,13:50:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.18,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636509,Sample-Routine,Water,,2009-11-17,13:50:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.23,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627370,Sample-Routine,Water,,2009-12-15,12:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.094,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627370,Sample-Routine,Water,,2009-12-15,12:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.51,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627370,Sample-Routine,Water,,2009-12-15,12:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.84,mg/l,,Final,,Actual,,,,,,1,,10,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628138,Sample-Routine,Water,,2009-12-15,13:05:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.14,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628138,Sample-Routine,Water,,2009-12-15,13:05:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.47,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628138,Sample-Routine,Water,,2009-12-15,13:05:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.76,mg/l,,Final,,Actual,,,,,,1,,20,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631420,Sample-Routine,Water,,2009-12-15,13:15:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.64,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631420,Sample-Routine,Water,,2009-12-15,13:15:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.75,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631420,Sample-Routine,Water,,2009-12-15,13:15:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.098,mg/l,,Final,,Actual,,,,,,1,,30,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632490,Sample-Routine,Water,,2009-12-15,13:30:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.81,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632490,Sample-Routine,Water,,2009-12-15,13:30:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.63,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632490,Sample-Routine,Water,,2009-12-15,13:30:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.11,mg/l,,Final,,Actual,,,,,,1,,40,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636979,Sample-Routine,Water,,2009-12-15,12:45:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.079,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636979,Sample-Routine,Water,,2009-12-15,12:45:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.55,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636979,Sample-Routine,Water,,2009-12-15,12:45:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19019_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.83,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
