OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20131202_1020,2013-12-02,10:20:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754424,,,as N,Nitrogen,Total,71,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20131216_1048,2013-12-16,10:48:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754506,,,,Phosphorus,Total,77,ug/l,,Final,,Actual,,,,,,,,,,5.a. 0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20131216_1048,2013-12-16,10:48:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754511,,,as N,Nitrogen,Total,92,ug/l,,Final,,Actual,,,,,,,,,,5.a. 0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20131218_0841,2013-12-18,08:41:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754600,,,,Phosphorus,Total,79,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20131218_0841,2013-12-18,08:41:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754605,,,as N,Nitrogen,Total,98,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140115_0830,2014-01-15,08:30:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754733,,,,Phosphorus,Total,68,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140115_0830,2014-01-15,08:30:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754738,,,as N,Nitrogen,Total,66,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140127_1100,2014-01-27,11:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754762,,,,Phosphorus,Total,76,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140127_1100,2014-01-27,11:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754767,,,as N,Nitrogen,Total,55,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140130_0852,2014-01-30,08:52:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754891,,,,Phosphorus,Total,83,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140130_0852,2014-01-30,08:52:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754896,,,as N,Nitrogen,Total,90,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140210_1455,2014-02-10,14:55:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754934,,,,Phosphorus,Total,79,ug/l,,Final,,Actual,,,,,,,,,,5.a. NH4 0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140210_1455,2014-02-10,14:55:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579754939,,,as N,Nitrogen,Total,95,ug/l,,Final,,Actual,,,,,,,,,,5.a. NH4 0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140215_1458,2014-02-15,14:58:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579755056,,,,Phosphorus,Total,93,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140215_1458,2014-02-15,14:58:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579755061,,,as N,Nitrogen,Total,234,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140218_1327,2014-02-18,13:27:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579755084,,,,Phosphorus,Total,176,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140218_1327,2014-02-18,13:27:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579755089,,,as N,Nitrogen,Total,762,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140224_1130,2014-02-24,11:30:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579755112,,,,Phosphorus,Total,89,ug/l,,Final,,Actual,,,,,,,,,,5.a. NH4 0.014 0.018 0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140224_1130,2014-02-24,11:30:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579755117,,,as N,Nitrogen,Total,258,ug/l,,Final,,Actual,,,,,,,,,,5.a. NH4 0.014 0.018 0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140304_0830,2014-03-04,08:30:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579755221,,,,Phosphorus,Total,83,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140304_0830,2014-03-04,08:30:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579755226,,,as N,Nitrogen,Total,187,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140319_0920,2014-03-19,09:20:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755310,,,,Phosphorus,Total,81,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140319_0920,2014-03-19,09:20:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755315,,,as N,Nitrogen,Total,373,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140324_0928,2014-03-24,09:28:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755368,,,,Phosphorus,Total,77,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140324_0928,2014-03-24,09:28:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755373,,,as N,Nitrogen,Total,339,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140409_0855,2014-04-09,08:55:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755504,,,,Phosphorus,Total,78,ug/l,,Final,,Actual,,,,,,,,,,5.a. PO4 0.050 5.a. NH4 0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140409_0855,2014-04-09,08:55:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755509,,,as N,Nitrogen,Total,382,ug/l,,Final,,Actual,,,,,,,,,,5.a. PO4 0.050 5.a. NH4 0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140422_0845,2014-04-22,08:45:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755591,,,,Phosphorus,Total,79,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140422_0845,2014-04-22,08:45:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755596,,,as N,Nitrogen,Total,349,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140507_0830,2014-05-07,08:30:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755685,,,,Phosphorus,Total,71,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140507_0830,2014-05-07,08:30:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755690,,,as N,Nitrogen,Total,268,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140514_1129,2014-05-14,11:29:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755728,,,,Phosphorus,Total,71,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140514_1129,2014-05-14,11:29:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755733,,,as N,Nitrogen,Total,283,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140522_0835,2014-05-22,08:35:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755822,,,,Phosphorus,Total,79,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140522_0835,2014-05-22,08:35:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755827,,,as N,Nitrogen,Total,231,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140605_0910,2014-06-05,09:10:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755916,,,,Phosphorus,Total,72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140605_0910,2014-06-05,09:10:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579755921,,,as N,Nitrogen,Total,149,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140619_0910,2014-06-19,09:10:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756033,,,,Phosphorus,Total,71,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140619_0910,2014-06-19,09:10:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756038,,,as N,Nitrogen,Total,146,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140716_0928,2014-07-16,09:28:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756166,,,,Phosphorus,Total,104,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140716_0928,2014-07-16,09:28:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756171,,,as N,Nitrogen,Total,168,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140730_0855,2014-07-30,08:55:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756267,,,,Phosphorus,Total,111,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140730_0855,2014-07-30,08:55:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756272,,,as N,Nitrogen,Total,155,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140811_0851,2014-08-11,08:51:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756310,,,,Phosphorus,Total,81,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140811_0851,2014-08-11,08:51:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756315,,,as N,Nitrogen,Total,163,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140827_0930,2014-08-27,09:30:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756448,,,,Phosphorus,Total,77,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140827_0930,2014-08-27,09:30:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756453,,,as N,Nitrogen,Total,148,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140910_0850,2014-09-10,08:50:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756542,,,,Phosphorus,Total,74,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140910_0850,2014-09-10,08:50:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756547,,,as N,Nitrogen,Total,116,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140924_0845,2014-09-24,08:45:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756629,,,,Phosphorus,Total,74,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20140924_0845,2014-09-24,08:45:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756634,,,as N,Nitrogen,Total,112,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141008_0900,2014-10-08,09:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756718,,,,Phosphorus,Total,70,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141008_0900,2014-10-08,09:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756723,,,as N,Nitrogen,Total,108,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141022_0905,2014-10-22,09:05:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756805,,,,Phosphorus,Total,67,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141022_0905,2014-10-22,09:05:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579756810,,,as N,Nitrogen,Total,96,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141105_0900,2014-11-05,09:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579756906,,,,Phosphorus,Total,70,ug/l,,Final,,Actual,,,,,,,,,,2.a. NH4 original 0.020 0.058 0.066 DI blank 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141105_0900,2014-11-05,09:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579756911,,,as N,Nitrogen,Total,99,ug/l,,Final,,Actual,,,,,,,,,,2.a. NH4 original 0.020 0.058 0.066 DI blank 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141119_0910,2014-11-19,09:10:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579757006,,,,Phosphorus,Total,66,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141119_0910,2014-11-19,09:10:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579757011,,,as N,Nitrogen,Total,70,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141203_0955,2014-12-03,09:55:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579757093,,,,Phosphorus,Total,68,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141203_0955,2014-12-03,09:55:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579757098,,,as N,Nitrogen,Total,101,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141208_0930,2014-12-08,09:30:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579757143,,,,Phosphorus,Total,68,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20141208_0930,2014-12-08,09:30:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579757148,,,as N,Nitrogen,Total,107,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
